RAW_NAME,CANONICAL_NAME
Global NP Solutions,global np
LakeshoreStudio4,lakeshorestudio4
"Helifox Technologies, LLC",helifox
Lorena Cheri Fashion Illustration and Design,lorena cheri fashion illustration and design
,
banter grace & lollipop,banter grace lollipop
"Brands, Beats & Bytes Radio Show & Podcast",brands beats bytes radio show podcast
Tonganoxie USD #464,tonganoxie usd 464
TabBrands Inc.,tabbrands
DNV,dnv
Quiltster,quiltster
Joelpberman.com,joelpbermancom
Abionet Consulting,abionet
juliethompsoninc,juliethompson
Dreamville,dreamville
MrToph Works,mrtoph works
"DTS, Inc.",dts
Mary MacGill Jewelry,mary macgill jewelry
sarzamin javid marshenan,sarzamin javid marshenan
ATOS BDS NAO,atos bds nao
Jack LeWinter,jack lewinter
NPA II (Nasdaq: NPAB),npa ii nasdaq npab
Found Communications,found communications
KDC Accounting (Formerly Kerri Dickman & Co),kdc accounting formerly kerri dickman
Grand Jete Barre and Fitness Boutique,grand jete barre and fitness boutique
exceet Management S.  r. l.,exceet management s r l
TravelFoodiesTV.com,travelfoodiestvcom
JMPollino LLC,jmpollino
E.I.C.G.,eicg
Tanakatsune,tanakatsune
"Graciela Meibar. coaching.consulting.inspiration., Inc.",graciela meibar coachingconsultinginspiration
Chicago Quantsource,chicago quantsource
"Tasha Semotan, Attorney",tasha semotan attorney
Uva Imaging Oia,uva imaging oia
Digital Holding,digital holding
Cubenture Innotech Pvt Ltd,cubenture innotech pvt
Happoren Digital,happoren digital
FlySafeUAS,flysafeuas
Natembea Farm Collective,natembea farm collective
HesaJira,hesajira
LS RecruitingLS,ls recruitingls
Scalabl,scalabl
IQVIAF,iqviaf
D+R LATHIAND,dr lathiand
Coro,coro
jescod studios,jescod studios
Wimmel Club,wimmel club
Neeyamo Inc,neeyamo
JMack Services,jmack
See It Safe LLC,see it safe
teckpro AG,teckpro ag
Tingley Rubber Corporation,tingley rubber
Dose,dose
"The Wealth Pool, LLC",wealth pool
Parkland Fuel Corporation,parkland fuel
reThought Insurance Corporation,rethought insurance
God is my boss,god is my boss
1st American Mortgage and Loan,1st american mortgage and loan
Roche Tissue Diagnostics,roche tissue diagnostics
Motrex L,motrex l
AUS Information Systems,aus information systems
"GeakMinds, Inc",geakminds
Rose Park Advisors,rose park
Toku,toku
ClimateRaise,climateraise
,
RIEDEL Networks GmbH & Co. KG,riedel networks gmbh co kg
BICS (Belgacom International Carrier Services) Switzerland,bics belgacom international carrier services switzerland
NOS SGPS,nos sgps
Gilat Telecom,gilat telecom
"Jackson National Life Distributors, LLC",jackson national life distributors
Lux Vitam,lux vitam
Secure64 Software Corporation,secure64 software
"Senzo, Inc.",senzo
Arsat,arsat
Donyati,donyati
HexaBuild,hexabuild
Hoffman Law,hoffman law
BoldHue,boldhue
Zokyo,zokyo
Novigo+,novigo
Lilium,lilium
BB Cosmetics LLC,bb cosmetics
Raazor LLC (subsidiary of TRM Partners),raazor subsidiary of trm
NTT Global Networks Incorporated,ntt global networks
Bishops Cuts/Color,bishops cutscolor
www.ElegantDestinationWeddings.com,wwwelegantdestinationweddingscom
Scripta LLC,scripta
"Change Finance, PBC",change finance pbc
Arapahoe/Douglas Works!,arapahoedouglas works
"Kline Alvarado Veio, P.C.",kline alvarado veio
5060 Solutions,5060
"UPONUS Technologies, LLC",uponus
Inteliglobe - IG Networks,inteliglobe ig networks
MXT Fiber,mxt fiber
Arelion,arelion
Telstra Ltd,telstra
TSTT,tstt
Eagle County Government,eagle county government
Linkserve and Saap-Tech Group,linkserve and saaptech
Pacific Telecommunications Council (PTC),pacific telecommunications council ptc
"Braddy Investigative Group, Inc.",braddy investigative group
21st Century Home Health Services,21st century home health
M-net Telekommunikations GmbH,mnet telekommunikations
SachsTribe,sachstribe
Deutsche Telekom North America,deutsche telekom north america
Pareteum Corporation,pareteum
HGC Global Communications,hgc global communications
AMS System Sp. z o.o.,ams system sp z oo
AvnueWest,avnuewest
WAGO Corporation,wago
Maria Droste Counseling Center,maria droste counseling center
Georgia D. Sturges,georgia d sturges
Harbert Pioneer Fund,harbert pioneer fund
Landis Capital LLC,landis
Career Steering - Executive Resume Writing & Career Coaching Services,career steering executive resume writing career coaching
"Coan, Payton & Payne, LLC",coan payton payne
Eurofiber Nederland,eurofiber nederland
Eagle Pass Heliskiing,eagle pass heliskiing
Peninsula Visa and Passport Services,peninsula visa and passport
Lass Moses & Ramp LLC,lass moses ramp
Sparkle,sparkle
"Dodds Group, Inc.",dodds group
"BCE Nexxia, A Bell Canada Company",bce nexxia a bell canada
University of Colorado Colorado Springs,university of colorado colorado springs
SYNTHEUM,syntheum
Situation,situation
Ocean Systems Consultancy Pte. Ltd.,ocean systems consultancy pte
"Frascona, Joiner, Goodman & Greenstein",frascona joiner goodman greenstein
TelPlus Communications,telplus communications
JT Anderson Chiropractic,jt anderson chiropractic
Mobile Money Man,mobile money man
"RTM Marketing, Corp",rtm marketing
GreatAmerica Financial Services Corporation,greatamerica financial services
Uniti Group Inc.,uniti group
Integra Ledger,integra ledger
US Signal Company,us signal
Equity Estates Fund,equity estates fund
Nippon Telegraph and Telephone Comm.,nippon telegraph and telephone comm
The Steamboat Group - Real Estate,steamboat group real estate
Petabytes LLC,petabytes
Coopt,coopt
euNetworks,eunetworks
Colt Data Centre Services,colt data centre
ADN International Gateway Limited,adn international gateway
OTEGLOBE,oteglobe
True International Gateway,true international gateway
Digital Edge DC,digital edge dc
e-office,eoffice
Assembly OSM,assembly osm
Laundriex Services India,laundriex services india
EagleTEQ Advisors,eagleteq
Ollo,ollo
My Country Mobile,my country mobile
Jolt Capital,jolt
Automated Business Products,automated business products
Aqua Net Limited,aqua net
Brickwork India,brickwork india
IFX Networks,ifx networks
Full Velocity Consulting,full velocity
GigNet,gignet
"PGATour LIVE, PGATour Radio",pgatour live pgatour radio
Loopback Analytics,loopback analytics
Paskho,paskho
BISOU photography,bisou photography
InterNexa,internexa
Growth Infrastructure Partners,growth infrastructure
NTT (Vietnam) Ltd,ntt vietnam
"PAS, P.C.",pas
Tata Communications Limited,tata communications
Consuo Networks,consuo networks
TeleGeography,telegeography
NTTA,ntta
Angel K Love Project,angel k love project
Sophos Law Firm,sophos law firm
Fast Lane,fast lane
SG.GS,sggs
Kids Are Scientists Too,kids are scientists too
RedShield Security Limited,redshield security
Focus Group Strategies,focus group strategies
Floify,floify
Diane Sweeney Consulting,diane sweeney
AT&T Global Services,att global
CHAMP Cargosystems,champ cargosystems
NTT Germany AG & Co. KG,ntt germany ag co kg
EGR,egr
Switch and Data,switch and data
Lee & Associates,lee
Digital Realty Trust,digital realty trust
Mondelez Espana Services SLU.,mondelez espana services slu
AvenueWest Global Franchise,avenuewest global franchise
SK Broadband,sk broadband
Columbus Capital Corporation,columbus capital
The Danielson Group,danielson
VIP Wireless,vip wireless
Mangotree Verzekeringen,mangotree verzekeringen
Sales NW,sales nw
INTELLE,intelle
Horizon Wireless,horizon wireless
TITAN 100,titan 100
Pinacle Road Capital,pinacle road
"Real Deal Gaming, LLC",real deal gaming
The Napa Group,napa
Spark Wholesale New Zealand,spark wholesale new zealand
EASO VENTURES SCR,easo ventures scr
ADN Technologies Ltd.,adn
Telefnica Global Solutions,telefnica global
MM,mm
"Classic Home, Inc.",classic home
Ingaldson Fitzgerald,ingaldson fitzgerald
Telia Carrier,telia carrier
Jazztel,jazztel
M&T Nunes Consulting,mt nunes
Interoute,interoute
FieldTurf,fieldturf
NASCA,nasca
China Broadband Communications CBCcom,china broadband communications cbccom
HMD Global,hmd global
CentraComm,centracomm
Kordia,kordia
Sasci Ltd,sasci
Flex Payment Solutions,flex payment
"Franklin D. Azar & Associates, P.C.",franklin d azar associates
e360,e360
Ehost Internet Data Center,ehost internet data center
GBK Collective,gbk collective
Acuity Human Resources,acuity human resources
TSM Tempered Special Metals,tsm tempered special metals
Mad Peaches Medical Spa,mad peaches medical spa
Transaction Network Services,transaction network
"RAS-Squared, LLC",rassquared
Distillery 291,distillery 291
Expivi,expivi
Think Design Collaborative,think design collaborative
VaxCare,vaxcare
Profimex,profimex
Dash Applications,dash applications
cliexa,cliexa
Thrive Autism Coaching,thrive autism coaching
CPS,cps
RVL GROUP CORPORATION LIMITED,rvl group
Orbit Partners,orbit
Jack Schore Tennis,jack schore tennis
Epirco Praxis,epirco praxis
Vancouver Whitecaps FC,vancouver whitecaps fc
The Eating Disorder Foundation,eating disorder foundation
Autotoll Limited,autotoll
Highline,highline
"Steffie Funk, LLC",steffie funk
Battle Investment Group,battle investment
Colorado Clean Energy Fund,colorado clean energy fund
Cheddar Up,cheddar up
GeoVisual Analytics,geovisual analytics
"On Point Communications, LLC",on point communications
University of Denver Sturm College of Law,university of denver sturm college of law
HorizonLineGroup.com,horizonlinegroupcom
Hyperscale Ventures,hyperscale
Ascent Solutions,ascent
Ravdal,ravdal
The Black List,black list
"Forrad Transition  ""The New Business As Usual""",forrad transition new business as usual
EEE Corp Group,eee
Venbrook Companies,venbrook companies
Clearhaven Partners,clearhaven
Fosterbeets,fosterbeets
Solink,solink
HEMISPHERE CABLE COMPANY (HCC),hemisphere cable company hcc
Resilient Consulting,resilient
RSIF Advisors,rsif
Worldwide Mission Critical,worldwide mission critical
TTEC,ttec
Technology Integration Group (TIG),technology integration group tig
Cold Creek Solutions,cold creek
Odin & Pluto,odin pluto
Visionary Broadband,visionary broadband
CHARIN LLC,charin
REDtone,redtone
Tigo,tigo
Boisset Collection,boisset collection
Travelmation,travelmation
SyncHR by PrimePay,synchr by primepay
BetaTesting,betatesting
"Ministry of Business, Innovation and Employment",ministry of business innovation and employment
Shareholder of Various Companies,shareholder of various companies
BSI Group India Pvt. Ltd.,bsi group india pvt
Shapoorji Pallonji - Engineering & Construction (SP E&C),shapoorji pallonji engineering construction sp ec
"NTT Research, Inc.",ntt research
Klutter Buster LLC,klutter buster
DeepSee.ai,deepseeai
"Suitebriar, Inc.",suitebriar
The Vortex Group Private Family Office,vortex group private family office
LEGENDARY HEADWEAR  -  GOLF DIVISION,legendary headwear golf division
Setter Roche Smith & Shellenberger LLP,setter roche smith shellenberger
Moodny,moodny
iMPAX Real Estate Group,impax real estate
Copper River Advisors LLC,copper river
Innovobot,innovobot
Kotak Mahindra Bank,kotak mahindra bank
0Chain,0chain
https://0xpartners.com/,https0xpartnerscom
1000Farmacie,1000farmacie
1000 Gretas,1000 gretas
1000 Mile Travel Group Australia,1000 mile travel group australia
100.7 KSLX Hubbard Broadcasting,1007 kslx hubbard broadcasting
100 Coaches,100 coaches
"100 Digital Creativity, Inc",100 digital creativity
100Plus,100plus
100 Thieves,100 thieves
100 wardour st D&D,100 wardour st dd
1010data,1010data
Argano,argano
US Army 101st airborne division,us army 101st airborne division
104010 Fitness,104010 fitness
"GLOBAL CONSCIOUS MEDIA, SELF-LOVE MOVEMENT",global conscious media selflove movement
10EQS,10eqs
Goldman Sachs 10KSB,goldman sachs 10ksb
Pound Marketing,pound marketing
10 to 3 - Rich Learning for Time-Poor Managers,10 to 3 rich learning for timepoor managers
10up,10up
10XCREW,10xcrew
10x Genomics,10x genomics
10x Psychology,10x psychology
10x Venture,10x venture
1105 Media,1105 media
"InfoNewt, LLC",infonewt
Thumbprint Productions,thumbprint productions
"11.2 Ventures, LLC",112
AK Operations,ak operations
Eleven XI Partners,eleven xi
RADICL Defense,radicl defense
11:FS,11fs
"11 Million Acres, LLC",11 million acres
"11th St. Workshop, Inc.",11th st workshop
11 Trading Company,11 trading
120Water,120water
12.12Partners,1212partners
www.121siliconvalley.com,www121siliconvalleycom
123FormBuilder,123formbuilder
123inkt.nl,123inktnl
"128 Plumbing, Heating, Cooling & Electric",128 plumbing heating cooling electric
1291 Group,1291
KBMT/KJAC,kbmtkjac
12 Week Year,12 week year
13 Fund,13 fund
1450 S.A.,1450 sa
14th & Boom,14th boom
1517 Fund,1517 fund
15Five,15five
1E,1e
15miles,15miles
CFOQuinn,cfoquinn
Melody's Business Solutions- Corporate Consulting Executive,melodys business solutions corporate consulting executive
1.618 Marketing,1618 marketing
1680PR,1680pr
16 On Center,16 on center
Humm Productions,humm productions
1736 Family Crisis Center,1736 family crisis center
Style by Solares Global,style by solares global
1792 Wealth Advisors --Raymond James Financial Services,1792 wealth advisors raymond james financial
17 Asset Management,17 asset management
17 Sport,17 sport
17th Street Media,17th street media
1-800-NUMBER,1800number
1 800 Flowers.com,1 800 flowerscom
PetMeds,petmeds
1-800 Radiator & A/C,1800 radiator ac
1800ToolRepair,1800toolrepair
180Commerce,180commerce
180 Medical,180 medical
1847 Private Client Group,1847 private client
"1848 Ventures, backed by Westfield",1848 ventures backed by westfield
Franchise Matchmakers,franchise matchmakers
1871,1871
1888 Mills,1888 mills
1888PressRelease - Press Release Service Company,1888pressrelease press release service
1898 & Co.,1898
18 Coffees,18 coffees
18th Field Artillery Brigade,18th field artillery brigade
1964 Agency,1964 agency
19 Degrees North Fund Services Ltd.,19 degrees north fund
The 19th,19th
"1 Beyond, Inc.",1 beyond
"Popular Pays, acquired by Lightricks",popular pays acquired by lightricks
MetroContext,metrocontext
1bios,1bios
1build (YC W20),1build yc w20
Check Cashing Plus!,check cashing plus
1. FC Kaiserslautern,1 fc kaiserslautern
1Flourish Capital,1flourish
Incredible Habits,incredible habits
1Huddle,1huddle
One Million by One Million (1Mby1M),one million by one million 1mby1m
1mg,1mg
1MillionBot,1millionbot
CMC Network (Pty) Ltd,cmc network pty
1on1financial,1on1financial
1Password,1password
LISTS,lists
1plusX,1plusx
1 POINT SYSTEM LLC,1 point system
1st Capital Insurance Group,1st capital insurance
1st Care Home Health Services,1st care home health
Cufflinks Consulting,cufflinks
1st Insite Realty Group,1st insite realty
1Strategy,1strategy
1st Financial Reverse Mortgages,1st financial reverse mortgages
1st Source Bank,1st source bank
1st Street Financial,1st street financial
1touch.io,1touchio
1UP Experiences,1up experiences
Adam Vatterott Consulting,adam vatterott
1WorldSync,1worldsync
200 OK Ventures,200 ok
Florida Association of Computer User Groups (FACUG),florida association of computer user groups facug
20/20 Digital Analytics,2020 digital analytics
2020 Fire Protection,2020 fire protection
20/20 Foresight Executive Search,2020 foresight executive search
2020 Mom,2020 mom
PR 20/20PR,pr 2020pr
2022 Special Olympics USA Games,2022 special olympics usa games
2048 Ventures,2048
2060 Digital,2060 digital
20 Degrees,20 degrees
20ten Creative,20ten creative
2130 Partners,2130
IG Networks,ig networks
215 Marketing,215 marketing
215 McCann,215 mccann
21c Museum Hotels,21c museum hotels
"CDF Spirits Consulting, LLC",cdf spirits
Bay Area Brewers Guild,bay area brewers guild
21st Century Information Fluency Project,21st century information fluency project
The Big Whisper,big whisper
"Strategic Digital Insights, LLC",strategic digital insights
22ITC,22itc
22nd Century Media LLC,22nd century media
22nd Century Technologies Inc.,22nd century technologies
,
22nd Century Toys LLC,22nd century toys
22 Waves Creative,22 waves creative
